Norm_RR,NADH_tm,FAD_tm,NADH_a1,NADH_t1,NADH_t2,FAD_a1,FAD_t1,FAD_t2,Activation,Donor
0.992583026,636.8071185,327.7982095,78.25282494,250.1987229,2036.583711,86.98436953,101.2117467,1820.196187,0,7
1.014712196,541.8588749,372.5013865,82.38468751,259.50219,1854.279021,86.16274817,112.0819167,2004.030699,0,7
1.056744909,630.1083592,288.7041517,78.11688061,243.3966732,2016.382787,89.12722726,77.14770388,2020.113838,0,7
1.056527219,627.5098667,321.0029107,79.40611928,251.9451349,2086.484916,87.03395081,130.9091085,1610.293246,0,7
1.04995915,632.09962,344.4203406,78.38842674,254.4731438,2003.409558,87.24940067,90.18674808,2090.535938,0,7
0.832012389,503.19921,222.5939476,83.28319077,216.4971902,1946.996216,91.97096688,58.60513396,2099.12954,0,7
1.045876523,611.7555387,443.4891634,80.18139975,263.5615073,2026.569042,78.97451051,116.0538083,1774.122495,0,7
0.974587249,426.3442918,210.7932565,75.00532055,180.5849133,1536.104713,92.94623965,69.53501561,1882.677093,0,7
1.015930796,634.5435719,282.9685972,80.83612127,258.7025137,2225.83521,90.30427745,88.21013077,2116.751729,0,7
1.019354203,636.6993036,336.9625387,79.20898095,256.8260582,2087.98236,87.5250344,89.19411009,2059.600757,0,7
1.037136699,590.4546133,263.8599922,80.26026862,251.9897675,1968.776079,90.11921359,72.03970236,2015.877932,0,7
1.057403073,653.4582693,228.1631876,78.73543202,250.1636809,2147.779656,90.98875442,108.3668419,1487.81867,0,7
0.941705992,409.0589182,93.3062292,84.98359017,149.5095143,1841.710992,95.29856449,55.51906102,1563.297308,0,7
0.994551244,629.718634,254.8098112,82.46129608,289.5778023,2244.458478,90.67321396,80.97360638,1955.074297,0,7
1.079774281,640.4649568,360.2305777,78.87703105,259.020377,2081.565609,89.5399644,119.263364,2410.374965,0,7
0.893749968,334.9694346,68.40366227,68.00413317,153.5804967,1380.913535,62.19206675,42.39567087,929.6375551,0,7
0.895413487,574.0635376,227.0208282,81.45540237,176.7534943,2313.459961,92.4306488,56.81509972,2311.915039,0,7
1.018158961,666.449737,411.7332414,78.85234637,267.4759991,2157.602958,85.14068099,114.5137362,2131.918671,0,7
1.077413471,593.8237704,390.0333462,80.72625881,266.9949022,1956.04155,85.71402163,100.4019627,2126.930803,0,7
0.830314079,327.4643323,154.795346,73.09557051,145.0778179,1263.444182,77.98862347,53.70655032,1398.346618,0,7
1.086221925,528.1277334,85.44591999,81.08364881,217.6293228,1872.693217,97.92054939,58.04306221,1397.137512,0,7
1.023809603,635.7304044,305.154162,78.5890628,263.5535843,2004.385225,89.40950128,98.36255337,2072.585322,0,7
1.02352852,626.1866117,284.5248417,80.52441123,264.5675798,2118.040907,89.58879171,80.9795143,2055.987623,0,7
1.028831678,684.2896422,298.9437678,76.84899575,270.3971713,2066.983627,88.81967087,78.44927848,2034.987718,0,7
1.074326233,640.2234175,391.6121559,78.9753672,270.0617166,2037.946035,87.794137,119.546524,2348.613708,0,7
0.998951395,597.9892266,341.4791638,79.68349172,242.2972622,1990.551572,86.09503781,92.96253296,1953.061526,0,7
0.916568906,485.9650001,304.2630138,83.95019722,202.891848,1913.532213,87.27488741,89.88373026,1857.861022,0,7
1.035683174,605.7422575,267.1238179,80.46579763,269.6317769,1987.90694,89.83688327,72.45245103,2013.278186,0,7
1.070467854,592.226569,246.6848094,80.09855433,257.0774038,1938.964463,91.30311702,80.60570306,1982.860926,0,7
1.076929862,664.236433,341.3517731,77.64181621,252.0806428,2110.800711,86.92336792,113.4275801,1929.210796,0,7
1.054604913,647.2489294,323.5123751,78.41665867,258.8446401,2072.801048,88.31636856,91.91017641,2074.090281,0,7
1.01214216,632.4788462,364.1882881,79.05169365,247.8708716,2079.194817,85.45682191,98.67566757,1995.321495,0,7
1.072801217,679.5646975,423.4912539,78.5159573,268.3611473,2181.953603,82.59253478,134.2121534,1831.141563,0,7
1.009911888,763.6037642,340.7694281,74.9687687,267.4865478,2225.512705,86.84009878,95.50875881,2009.269619,0,7
0.985519397,659.3909075,279.1353074,78.54824344,269.3651774,2097.253328,89.23110915,89.89153072,1869.246733,0,7
1.001962291,602.1961058,359.8557358,80.36855174,248.8441868,2052.337351,85.24592731,93.47412733,1975.039997,0,7
1.075871491,617.6023061,224.2543324,79.5263526,254.0238089,2033.484859,92.01381057,63.10903195,2108.552835,0,7
1.060325831,628.0937808,297.9760908,79.78263235,268.5916915,2059.404671,89.78384386,84.92070047,2180.905447,0,7
1.039973479,624.1428394,259.610204,79.95701043,266.9948162,2058.581402,90.86661712,102.0036693,1942.711584,0,7
0.985082619,542.6569366,240.7376775,82.58289886,239.6994694,1984.491562,89.23962099,75.75913401,1714.510508,0,7
0.989204077,708.7227975,356.00399,76.65119678,271.2349146,2147.209866,85.38051413,90.01229779,1973.417389,0,7
1.022631525,660.7978653,278.8756681,79.9742606,289.1970003,2158.688766,90.15431486,76.75154986,2123.112854,0,7
0.99988341,578.839923,276.716332,81.2357076,262.9206246,1953.426381,90.02509827,71.13402146,2141.102071,0,7
0.980189856,606.6750873,297.7076107,79.05997825,243.0139893,1980.037913,85.82329071,74.49941602,1846.886925,0,7
1.00861168,600.8861691,322.9606102,79.32471548,235.5966574,2008.12844,87.37868468,91.92674105,1963.679014,0,7
1.040397967,660.1035261,448.2053407,78.20451763,260.945199,2104.738858,81.86652876,141.8043418,1849.753961,0,7
1.007809557,582.7200836,348.4817565,81.19389579,251.110673,2018.827724,88.14897102,103.3810419,2158.227879,0,7
1.070616458,621.6444243,357.8432081,79.48598102,247.1320087,2070.236101,87.04086656,93.78591039,2110.968991,0,7
1.012516183,613.8515786,200.4773443,79.16043111,238.2897525,2055.803224,89.8352522,83.04070102,1247.965515,0,7
0.891305775,559.5892245,312.6216583,79.65616433,189.4209741,2001.674589,88.49987923,89.65149851,2065.35872,0,7
1.019288587,611.7792916,253.3727524,78.44536777,226.8185231,2010.513703,91.2216831,68.1011467,2175.180851,0,7
1.041369713,595.6225416,221.3956501,81.49220846,252.3683796,2110.995684,92.23731898,67.38452536,2044.947934,0,7
1.030722352,611.1123335,228.1831795,80.49795181,258.4960233,2096.305061,91.49855832,54.54872912,2110.274172,0,7
0.984929948,629.0217107,343.6635926,79.19175544,246.0326581,2095.365832,87.67991942,100.7562175,2087.306744,0,7
1.066845315,643.6192805,435.2859256,77.17263137,247.4508006,1980.538391,82.195223,133.8140511,1909.49962,0,7
1.028387074,660.9841076,326.0861757,77.99351954,258.5134427,2088.990091,88.85627759,94.98952619,2188.037578,0,7
1.081640592,615.9259812,217.7144725,81.31714434,264.0714583,2153.004673,90.17109934,93.02707757,1432.472209,0,7
1.019323135,594.3956915,298.6602222,80.41204477,251.1555509,2006.934406,89.60418903,87.45102661,2134.747937,0,7
0.883265252,625.9398556,229.7195042,77.55096274,236.3007912,1983.254395,92.21693671,71.09681632,2118.89575,0,7
1.017845765,649.1251268,303.5661102,79.17426854,261.3303391,2120.026272,87.06844506,88.49724778,1884.220095,0,7
1.005185829,595.1751807,269.1995176,81.59728195,246.5093204,2155.151801,90.76180191,82.64976355,2085.33101,0,7
0.942934687,558.3110835,248.0436361,81.01323119,226.4149142,1984.075095,89.23242038,77.08375813,1726.346492,0,7
1.026607516,621.9007666,366.0379582,80.45293469,268.5752387,2082.262116,87.23640984,100.4112951,2187.90316,0,7
1.061117952,621.7255398,222.5262867,79.23730604,253.7901994,2046.107334,90.80454508,57.21866544,1898.44557,0,7
1.038939255,620.1661345,249.8345591,78.93220276,246.6637943,2026.819017,88.63289795,98.19957513,1426.314851,0,7
1.016755552,721.5985249,349.9210803,75.55177473,262.7320914,2148.352705,87.61475695,88.90157388,2188.56957,0,7
1.031110109,617.7119711,292.4627595,79.73091716,247.3175912,2076.812808,88.31638507,84.51441622,1927.608638,0,7
1.001631382,650.4952191,254.3533823,78.90228138,266.3173276,2093.587291,90.798379,69.12450996,2083.527365,0,7
1.027957364,595.4006023,311.793421,80.61921148,247.0304942,2057.816994,87.88531014,89.33886251,1992.987439,0,7
0.783468087,291.4258645,133.5738459,67.84985157,148.3723544,1236.142639,72.51404481,55.90015322,1310.242497,0,7
1.028852829,563.8839762,312.1563058,81.33311981,245.1956321,1949.196704,89.77336835,103.7038106,2160.921059,0,7
0.97448142,618.9660894,250.7720771,80.09480871,260.9609924,2074.246339,90.95884124,70.32289086,2069.014459,0,7
1.036538658,600.1808189,409.4706179,80.56365021,251.1632217,2075.716457,87.24565792,141.720658,2239.362086,0,7
1.060067222,638.4944766,274.3993902,78.65321651,263.6771161,2019.652211,90.34209131,80.30657062,2084.703524,0,7
0.994646346,631.8144107,301.662857,78.52584504,242.8836368,2058.14753,88.76935442,82.92965602,2069.731855,0,7
0.849528514,427.0343895,240.5735192,86.89039946,172.0298872,2114.003151,91.31819153,65.61945343,2088.433875,0,7
0.989397972,531.6334118,331.2325387,81.99388062,247.5652393,1834.377877,88.00931949,95.34065755,2057.680472,0,7
1.021242224,576.6770693,265.5249192,82.27679968,257.8719356,2070.339611,90.81203119,70.13348625,2193.964486,0,7
0.993556317,577.0741277,212.3356537,81.20433412,251.1886436,1989.147315,92.15550499,62.05114985,1990.665491,0,7
1.010365559,636.8083256,268.0247792,78.89121305,258.1479904,2062.269997,90.17120309,88.89101159,1899.143235,0,7
0.920375186,656.7858498,338.1591277,78.59474135,260.8907013,2109.698635,86.61643548,87.44654236,2012.962768,0,7
0.922786465,631.9962893,374.8920759,79.61548588,249.4086983,2132.366746,86.06324321,104.3617061,2081.235554,0,7
0.895106871,514.9795279,188.7195754,83.56303917,230.0044909,1959.677426,92.34623649,73.25544799,1583.085682,0,7
1.023174379,591.4410593,255.0042478,80.22157515,249.3793156,1974.797545,86.84320364,103.8113969,1258.943542,0,7
1.060503825,630.043838,395.821738,80.89856461,273.1058135,2154.157208,83.78898533,126.0258817,1803.209614,0,7
0.968057454,588.5552819,356.6812293,81.05886515,244.8874265,2061.086468,85.50418078,100.7083842,1928.457187,0,7
0.973195288,627.8539945,253.5117349,78.62538431,241.2291086,2047.700472,90.04435507,73.50635341,1871.772588,0,7
0.801180991,652.0010419,307.6067429,77.94684979,216.2917729,2191.654604,87.01400623,87.07303644,1872.166235,0,7
1.028402926,638.2205652,321.6079232,79.10228146,259.616307,2080.580755,84.89464346,95.36062362,1772.720173,0,7
0.902335026,593.3942009,273.2331845,80.22914487,238.6067684,2034.132328,90.18491199,79.7122201,2084.397033,0,7
1.046555324,613.0080988,166.5717472,80.40931808,253.9249797,2100.550345,94.26476554,80.23891689,1541.660923,0,7
1.058977346,656.6426045,176.4429111,76.59499015,256.0130279,1969.530884,93.83820161,60.92662575,1950.790655,0,7
1.003510241,656.3039166,277.5398492,77.38243823,251.9668667,2050.594964,89.47624415,74.14143097,2004.99083,0,7
0.989883458,619.2734693,346.4564557,80.55329376,265.0128839,2089.976392,87.47225901,85.90796796,2157.317252,0,7
0.973050057,639.5547251,311.6743938,79.76078173,263.4699347,2132.586654,88.25846152,90.71887946,1991.749491,0,7
1.023124239,667.6422302,344.4526534,77.24080274,260.8581904,2054.468228,86.74250696,88.62168691,2015.069187,0,7
1.045651614,614.8231653,245.749627,79.79588921,261.7863797,2023.566605,91.28585246,67.2559987,2125.011036,0,7
1.043916327,614.0567031,435.2816256,79.73906755,270.5845087,1988.310921,85.648245,114.6260763,2335.678486,0,7
0.948783471,640.3592862,307.0610222,77.19289499,221.1863185,2061.945512,87.82274066,90.64319376,1888.290452,0,7
0.980553614,630.85185,335.7337173,79.14852658,252.9412773,2072.344922,87.44208312,96.09351943,2004.626065,0,7
1.024951134,616.3347362,275.4839372,78.88868067,244.3710144,2002.71629,90.21295319,78.78013748,2074.547868,0,7
1.04209271,590.6946684,395.1943583,81.04380982,273.1553517,1940.06865,86.16901622,101.272734,2228.346715,0,7
0.974567736,685.2680138,364.5091412,77.30060689,263.9381537,2132.248919,85.94043748,110.1668936,1959.03128,0,7
1.054229967,703.5637692,209.9583314,76.45241558,257.3956641,2158.400517,92.65745102,79.48570776,1876.818178,0,7
1.060217194,640.305113,341.9322904,78.53688627,244.119159,2094.946638,86.75604839,113.810001,1843.540649,0,7
0.777923194,566.8792099,387.0587879,78.15412386,153.6423951,2044.860848,85.69974803,110.6710179,2023.410362,0,7
0.986963714,618.4062131,308.4722781,80.33287268,260.4530434,2089.26561,87.82495077,94.1240912,1877.868424,0,7
1.04092241,578.2186755,284.8426482,80.77929988,240.3511551,1996.425076,89.85890473,89.58463035,1986.26349,0,7
1.039512645,652.7716382,232.7481307,78.69259582,258.943952,2118.293577,91.5219263,79.41255037,1959.199055,0,7
0.981603062,598.5851258,324.187248,80.82841209,256.9883813,2039.534309,86.67159444,85.52376321,1942.914868,0,7
1.012642022,600.6716988,357.8981417,79.57318223,240.9243263,2004.341993,86.48300194,94.76305147,2096.504851,0,7
0.939655658,577.6991201,321.9937818,81.25167394,233.2072924,2075.876096,87.04947447,91.36140181,1955.828886,0,7
1.053440578,618.3236755,276.1562277,80.18772743,265.6714149,2039.650003,89.49765396,71.74592098,2021.015015,0,7
0.964873764,592.5717618,230.2570745,80.03713873,233.568509,2036.611265,91.51332474,70.04481991,1946.340691,0,7
1.051416794,565.3279163,373.7792652,79.43385032,204.8013833,1975.699074,86.55077023,120.4599595,2006.540365,0,7
1.015647177,638.6554774,398.420535,79.65748774,269.1346052,2098.700861,85.01458602,104.3933464,2102.75252,0,7
1.051949711,610.3108396,394.8393777,79.12479196,249.5405049,1985.375491,85.4660287,111.5059475,2074.567299,0,7
0.985419088,578.0710073,302.370458,80.88319214,247.3229464,1990.238227,89.76096153,95.55607887,2147.992079,0,7
0.958357878,568.0663845,215.6193333,80.36366703,228.1284176,1981.823988,92.24336344,81.92310007,1825.983225,0,7
1.017475221,631.7411366,302.1530316,78.70767038,250.0971006,2045.32664,89.02750265,90.90464936,2035.674093,0,7
1.006268966,596.6657644,226.1055541,80.90449213,251.4370811,2072.891512,92.18041437,58.66657274,2225.041365,0,7
0.92714927,500.3055697,278.2585944,83.58932296,207.1604541,1902.083686,90.57989184,92.96339057,1947.321913,0,7
1.068467638,655.0651583,431.9589262,80.39077607,308.5825031,2080.740502,83.93373424,109.1306996,2118.691558,0,7
0.940098113,550.8547235,560.7627222,80.73142956,213.5111643,1960.088698,78.93518341,117.6239548,2224.052383,0,7
1.106014885,671.3133341,369.2532043,78.19905127,276.7007001,2100.434282,83.03910065,101.5979996,1679.670044,0,7
1.021507092,603.9639166,250.9381568,80.0085088,238.0058878,2076.10026,91.2064643,71.01788898,2106.29467,0,7
1.000300367,596.8986942,420.1360385,80.06393472,242.232051,2020.447425,82.72020534,108.8860968,1967.815607,0,7
1.042650341,673.3447066,238.401037,76.98932208,237.7536042,2125.402027,91.45437205,75.18730243,1981.469769,0,7
1.026834179,605.4051706,352.371494,79.28394658,222.3632309,2068.26554,84.57433384,99.45581687,1794.05829,0,7
0.957451346,515.2331049,229.5140746,82.44059601,200.5574188,2003.260001,91.96622326,98.23247809,1751.792641,0,7
1.019061918,560.972617,255.6755262,83.20646123,238.9639522,2176.519514,91.74984087,82.19687108,2170.152849,0,7
1.081064854,676.5794489,307.5519775,78.64107213,275.1029008,2152.583522,88.40992966,75.25175514,2100.080005,0,7
0.988582824,670.9083708,307.8442268,77.79102021,258.1202102,2125.331965,88.77132836,94.5018387,2003.848879,0,7
0.963080369,628.0039542,263.0019161,79.18304211,249.7413595,2076.115936,90.0965607,80.43434856,1961.19788,0,7
1.076314402,652.1024256,364.9829984,77.92226624,244.4496688,2091.579174,83.14468251,109.9079263,1693.684342,0,7
1.028098587,618.4457974,353.7746975,81.0163667,269.9685918,2103.026074,84.8374937,89.14206534,1859.172186,0,7
0.972491922,598.225801,234.4861023,79.86455548,221.9269606,2090.269923,91.26343946,73.38693196,1865.367736,0,7
0.875869879,494.3080841,139.6548978,84.86562364,235.454722,1917.988194,95.46082103,66.70696498,1617.12564,0,7
1.056021526,678.0325562,321.5283447,76.93971297,252.9092821,2108.284464,85.59682083,93.30502014,1681.486011,0,7
0.849315668,642.5656462,302.8389154,78.32211044,238.6940644,2101.851052,88.69484389,84.50455458,2019.495256,0,7
1.063015901,646.2458834,416.2846159,78.24245031,238.3339851,2112.939699,83.95419101,126.7225598,1955.292232,0,7
1.025331493,692.5645909,370.2903053,77.47521428,261.5811234,2185.638957,83.48647256,108.6323592,1740.330002,0,7
1.050280073,615.3353392,403.9572434,78.90890841,246.6385569,2013.044275,84.58224324,133.1592305,1881.355239,0,7
0.961167021,638.4429333,325.1668795,78.35038941,257.8557339,2046.41456,86.96053079,113.2878343,1757.613659,0,7
1.002212703,635.3625409,350.1215758,80.17015436,262.6618796,2138.854539,85.14164996,115.525335,1714.670313,0,7
1.002576793,528.7865608,188.5795242,83.15037826,231.0952878,2006.6808,93.42978499,54.3402888,2089.838677,0,7
0.995472771,617.4888023,328.8738712,78.52948539,233.4899822,2023.171994,86.83970261,95.40545361,1917.787569,0,7
0.953747643,554.8861181,215.2095053,80.80071169,228.672579,1935.105211,92.65866866,62.75924176,2112.602128,0,7
1.036697679,604.1007263,381.8487281,81.56880951,258.6025194,2138.063999,85.46377361,133.909841,1838.95387,0,7
1.044465077,631.6930354,437.9431748,79.80587462,264.1594486,2084.185233,84.81218455,144.8168013,2075.438329,0,7
0.952404269,677.9422996,251.9586271,77.6722392,255.0719821,2156.197017,91.20979048,83.81332157,1948.850377,0,7
1.000119476,644.4000592,274.0117326,78.12714199,257.098175,2029.45245,90.12832333,88.99224926,1974.347145,0,7
0.960219502,571.3727948,335.1168613,80.99775637,248.1781006,1970.128999,85.7878393,94.47484981,1855.621055,0,7
1.059750702,632.2850164,490.9739878,80.15646896,266.7971997,2115.650192,82.56204685,161.6336925,2063.058671,0,7
1.038747726,595.2233757,327.3116962,80.29014028,251.1816919,1995.390668,87.45730169,99.11151894,1932.105734,0,7
1.085927121,645.0245955,267.204654,79.13312143,267.3269145,2089.461999,88.49104982,105.9547741,1505.49059,0,7
1.064889424,644.9676606,426.3582743,79.43456959,268.8134392,2104.818107,85.41860682,116.297914,2239.954346,0,7
0.781509785,555.1056864,297.2816513,81.28332952,220.1568499,2019.449153,89.13509762,80.81730433,2058.151211,0,7
1.013773974,607.351499,453.35708,80.26988719,258.9768012,2031.830991,83.38108715,121.4241814,2152.589141,0,7
0.938719788,585.2831631,237.2245614,80.07178513,228.9917025,2016.471457,91.58561595,73.71642258,1913.782147,0,7
1.084176154,650.0153305,299.8720296,79.10916386,260.0704923,2125.714613,89.15819232,91.16659164,2039.815847,0,7
1.03531352,571.9951707,289.9402214,80.98695388,250.1756028,1950.246129,89.65837231,82.56881504,2124.557733,0,7
0.931338768,595.9895356,368.2378502,79.92342046,237.4501135,2031.94713,84.67811593,83.59531819,2004.392849,0,7
0.953126988,629.003771,356.9722724,79.8770387,266.6946402,2074.169183,83.13846238,94.10123327,1791.002707,0,7
1.03411138,592.1313873,261.6767011,81.42196632,260.5661958,2064.934643,90.35765905,73.16848896,2026.388486,0,7
0.73390381,593.0620271,344.6221248,78.96670665,185.057241,2113.015874,85.92251761,84.55048465,1970.021929,0,7
0.942338482,589.5330925,337.8359031,81.17477748,243.6401816,2094.512223,86.89184447,107.2804663,1893.857161,0,7
0.881539002,392.844628,216.3862273,67.72703854,160.5705236,1550.120491,75.71895075,76.27103559,1407.447524,0,7
1.093303298,641.0316262,427.0246582,80.019295,276.4940597,2101.389754,83.19952393,144.7462025,2066.390045,0,7
0.96835023,614.1811689,250.9924045,79.35522874,230.2626875,2090.368623,90.81480258,70.45765604,2020.045691,0,7
0.540978358,214.6862143,173.7238128,88.52143209,87.02441905,1723.668489,93.83289538,82.80996186,1464.996698,0,7
1.028504667,642.8018708,221.557438,78.50987366,243.0235847,2113.821449,92.17626572,72.6519062,1939.266669,0,7
1.005212824,602.4095987,348.8675967,79.65013626,238.0382297,2033.593892,85.75002416,108.3029704,1864.588707,0,7
0.957766282,689.0147835,294.1466662,77.04342663,258.6097372,2146.794807,88.71459828,87.57570598,1952.439124,0,7
0.95124451,624.112881,355.2573287,80.86898654,275.8541957,2105.300353,83.11399479,81.15775147,1752.836671,0,7
1.014325203,620.873782,331.4360952,79.26093051,250.480412,2033.28325,88.29135454,85.19560746,2221.762455,0,7
0.992112759,656.0888954,358.1535677,78.73521945,264.0655999,2105.610347,87.01447859,106.1025615,2080.767773,0,7
